dataset,model,method,seed,exp_name,run_status,num_rounds,final_val_accuracy,final_test_accuracy,val_auc,test_auc,cumulative_train_time_sec,cumulative_acquisition_time_sec,cumulative_round_time_sec,exp_dir
CIFAR100,resnet18,random,1,random_1_50b,complete,101,28.239999389648432,28.5099993133545,19.586732505571728,19.81712851080564,17302.740602970123,0.665102481842041,17457.865720510483,/weka/s219110279/TypiClust/output/CIFAR100/resnet18/random_1_50b
CIFAR100,resnet18,random,2,random_2_50b,complete,101,28.27999923706055,28.299999465942378,20.203168118920654,20.074356230556376,17356.603073358536,0.7040274143218994,17513.157348394394,/weka/s219110279/TypiClust/output/CIFAR100/resnet18/random_2_50b
CIFAR100,resnet18,random,3,random_3_50b,complete,101,28.95999946594239,28.51999931335449,20.364752274314956,20.51920768095715,17415.10300374031,0.7200391292572021,17571.629451036453,/weka/s219110279/TypiClust/output/CIFAR100/resnet18/random_3_50b
CIFAR100,resnet18,random,4,random_4_50b,complete,101,29.439999008178717,28.929998931884768,20.664158133327373,20.24306905840883,17439.623559713364,0.7526426315307617,17600.08652496338,/weka/s219110279/TypiClust/output/CIFAR100/resnet18/random_4_50b
CIFAR100,resnet18,random,5,random_5_50b,complete,101,28.73999946594239,29.169998779296876,19.536435474357983,19.504158212265164,17359.97496366501,0.7609267234802246,17520.21421432495,/weka/s219110279/TypiClust/output/CIFAR100/resnet18/random_5_50b
CIFAR100,resnet18,random,mean_std,aggregate_n=5,complete,101,28.7320 ± 0.4999,28.6860 ± 0.3540,20.0710 ± 0.4939,20.0316 ± 0.3900,17374.80904068947,0.7205476760864258,17532.59065184593,
