dataset,model,method,seed,exp_name,run_status,episode,labeled_count,best_val_accuracy,best_val_epoch,test_accuracy,train_time_sec,test_time_sec,acquisition_time_sec,round_time_sec,is_initial_sampling
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,-1,50,,,,,,3.6109745502471924,3.6109745502471924,True
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,0,100,2.019999999999996,152.0,1.5799999999999983,157.77809143066406,3.8307061195373535,2.613985538482666,164.22278308868408,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,1,150,2.239999999999995,132.0,2.2099999999999937,158.0001151561737,2.969865560531616,2.613199472427368,163.5831801891327,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,2,200,2.4000000000000057,70.0,1.9899999999999949,158.14149284362793,2.987995147705078,2.8143515586853027,163.9438395500183,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,3,250,2.700000000000003,128.0,2.0400000000000063,166.14372777938843,3.0098464488983154,3.4280946254730225,172.58166885375977,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,4,300,2.5600000000000023,56.0,2.1500000000000057,165.96305656433105,3.1016626358032227,3.583763360977173,172.64848256111145,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,5,350,2.780000000000001,40.0,2.480000000000004,173.49895524978638,3.1163082122802734,3.6167476177215576,180.2320110797882,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,6,400,2.8799999999999955,144.0,2.6599999999999966,173.0343267917633,3.069512367248535,3.447629690170288,179.55146884918213,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,7,450,3.1200000000000045,86.0,2.3499999999999943,180.91254234313965,3.0041723251342773,2.609398365020752,186.52611303329468,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,8,500,3.299999999999997,106.0,2.480000000000004,192.19492983818054,3.1461992263793945,2.602534532546997,197.94366359710693,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,9,550,3.6599999999999966,68.0,3.049999999999997,187.94304728507996,2.929912567138672,4.147272109985352,195.02023196220398,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,10,600,3.739999999999995,98.0,3.2099999999999937,188.75455474853516,3.02986216545105,2.607994556427002,194.3924114704132,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,11,650,3.8599999999999994,184.0,3.280000000000001,195.413268327713,2.9817612171173096,2.6428871154785156,201.03791666030884,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,12,700,4.040000000000006,88.0,3.2900000000000063,196.10210990905762,3.002227783203125,2.6404318809509277,201.74476957321167,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,13,750,4.459999999999994,162.0,3.6500000000000057,201.54206562042236,3.11683988571167,2.645293951034546,207.30419945716858,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,14,800,4.560000000000002,54.0,3.489999999999995,202.99662041664124,3.0397040843963623,2.637688398361206,208.6740128993988,False
TINYIMAGENET,resnet18,density_cover,1,density_cover_1_50b,complete,15,850,4.939999999999998,110.0,3.989999999999995,209.3542664051056,2.970266580581665,2.659237861633301,214.98377084732056,False
