3427344	scale	tinyimagenet	resnet18	5	0.80	50	TOPOCOVER_PAPER_D080_5_50b	scale_tin_r18_d080_s5_b050.sbatch
3427345	budget	cifar100	resnet18	1	0.70	100	TOPOCOVER_PAPER_D070_1_100b	budget_c100_r18_d070_s1_b100.sbatch
3427346	budget	cifar100	resnet18	2	0.70	100	TOPOCOVER_PAPER_D070_2_100b	budget_c100_r18_d070_s2_b100.sbatch
3427347	budget	cifar100	resnet18	3	0.70	100	TOPOCOVER_PAPER_D070_3_100b	budget_c100_r18_d070_s3_b100.sbatch
3427348	budget	cifar100	resnet18	4	0.70	100	TOPOCOVER_PAPER_D070_4_100b	budget_c100_r18_d070_s4_b100.sbatch
3427349	budget	cifar100	resnet18	5	0.70	100	TOPOCOVER_PAPER_D070_5_100b	budget_c100_r18_d070_s5_b100.sbatch
3427350	budget	cifar100	resnet18	1	0.70	500	TOPOCOVER_PAPER_D070_1_500b	budget_c100_r18_d070_s1_b500.sbatch
3427351	budget	cifar100	resnet18	2	0.70	500	TOPOCOVER_PAPER_D070_2_500b	budget_c100_r18_d070_s2_b500.sbatch
3427352	budget	cifar100	resnet18	3	0.70	500	TOPOCOVER_PAPER_D070_3_500b	budget_c100_r18_d070_s3_b500.sbatch
3427353	budget	cifar100	resnet18	4	0.70	500	TOPOCOVER_PAPER_D070_4_500b	budget_c100_r18_d070_s4_b500.sbatch
3427354	budget	cifar100	resnet18	5	0.70	500	TOPOCOVER_PAPER_D070_5_500b	budget_c100_r18_d070_s5_b500.sbatch
